vulnerabilityID,analysisID,createdAt,vulnerabilities/vulnerabilityID,vulnerabilities_line,vulnerabilities_column,vulnerabilities_confidence,vulnerabilities_file,vulnerabilities_code,vulnerabilities_details,vulnerabilities_securityTool,vulnerabilities_language,vulnerabilities_severity,vulnerabilities_type,vulnerabilities_commitAuthor,vulnerabilities_commitEmail,vulnerabilities_commitHash,vulnerabilities_commitMessage,vulnerabilities_commitDate,vulnerabilities_vulnHash
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.38324-03:00,446eb46e-6898-4168-af49-3f14dcbe20c2,5,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABSCase4.java,import javax.crypto.NoSuchPaddingException;," Crypto import
 Crypto import",HorusecEngine,Java,HIGH,Vulnerability,-,-,-,-,-,f6541b2102194cc705e268231c9eda6e4b3eb660725c4d094f0f0b7a8d142f6e
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383241-03:00,e8992d20-fad8-4324-97cb-78f067e885b5,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABSCase3.java,import javax.crypto.BadPaddingException;," Crypto import
 Crypto import",HorusecEngine,Java,HIGH,Vulnerability,-,-,-,-,-,fdb0ff64dae0e434b5280d0d6a63e181e541d079e093e51cd16f274095383c86
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383242-03:00,3b3cb3b4-8230-49fb-bc8d-3aabfa19e5a2,4,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABSCase3.java,import javax.crypto.IllegalBlockSizeException;," Crypto import
 Crypto import",HorusecEngine,Java,HIGH,Vulnerability,-,-,-,-,-,9409eee5d14c23eaf547d3dc0081e9716423b190cd360760d44fc430ffb94345
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383244-03:00,a509f330-75a0-4373-83ed-c3ffc816c7a6,5,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABSCase3.java,import javax.crypto.NoSuchPaddingException;," Crypto import
 Crypto import",HorusecEngine,Java,HIGH,Vulnerability,-,-,-,-,-,81ece571e263408873a7ac15d562c45da862bef3e7b9f5b0a0d6567a594f3cae
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.38306-03:00,a8a8fe8c-583a-4b1c-8bb2-48ee3b201141,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase3.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,bfdebb253729426936e1d2a6ab94ef56aefe9254be3f9e313d683de180590891
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383061-03:00,aca313aa-d700-4ecd-a64d-99d1e5016720,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase3.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,bfdebb253729426936e1d2a6ab94ef56aefe9254be3f9e313d683de180590891
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383062-03:00,38ce67ef-ed4b-4b30-854a-8fc4208f1fef,8,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase3.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,db628510e092eeea4032ceab431c8beafdc82f0bad0380e6db2cbd9a71510657
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383063-03:00,9a39f17d-9247-45c0-86b1-6c49a93f8082,8,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase3.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,db628510e092eeea4032ceab431c8beafdc82f0bad0380e6db2cbd9a71510657
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383064-03:00,f2d6c41f-0346-43e3-9178-6ee2e67ee716,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase8.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,99d638d3183b2e76ee0cb8629b2c71649e1832a2e73abc9f493272deefb188e8
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383066-03:00,da2142e9-0f24-49f8-ad5c-da4f583d2db3,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase8.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,99d638d3183b2e76ee0cb8629b2c71649e1832a2e73abc9f493272deefb188e8
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383067-03:00,b59e749a-8bc6-426d-bdbd-a5d488ce7e36,25,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase8.java,MessageDigest md = MessageDigest.getInstance(String.valueOf(crypto));,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,59ea63a6abf80068883d696f23c019a0b6153dab7be131c34ce9d24f57f9d999
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383068-03:00,af59db62-8125-43d9-bbb6-a61a1ba17360,25,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase8.java,MessageDigest md = MessageDigest.getInstance(String.valueOf(crypto));,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,59ea63a6abf80068883d696f23c019a0b6153dab7be131c34ce9d24f57f9d999
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383069-03:00,2fb5d4a9-553c-47ec-bb18-dfff72b098e0,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase9.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,a5b397dc46aac33ac176d98d8341e6bf3c8f6ac4a1e6b3342bac7ee726306b6e
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383071-03:00,b5729287-32d5-4cd0-b878-0fe8091b407c,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase9.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,a5b397dc46aac33ac176d98d8341e6bf3c8f6ac4a1e6b3342bac7ee726306b6e
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383072-03:00,cbbc5a6c-0c66-4e18-adcc-dbd274f511ea,18,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase9.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,82c5628ba582b629896a37db05369102d14c3c5a504a2e5ad1acbe4cf4b645c5
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383073-03:00,6f76ea77-dfca-42f2-892e-946811a86ad7,18,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase9.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,82c5628ba582b629896a37db05369102d14c3c5a504a2e5ad1acbe4cf4b645c5
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383075-03:00,fa9139d2-4725-4ef5-a83f-6e7cf0b28408,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase1.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,7fcf36f7f80a00a967e07356cab7fbd752af5aab134f3eece1b27ff16f660b79
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383076-03:00,1c82a525-6be8-47e7-9fed-4f4bade2f2c7,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase1.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,7fcf36f7f80a00a967e07356cab7fbd752af5aab134f3eece1b27ff16f660b79
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383078-03:00,2cec7419-e8d0-4566-923c-7aa46cec2654,8,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase1.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,592fa6387ec3a7f206c3e1509e6053427d0ca6df8ded618056ab65dcc73d8d8a
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383079-03:00,bd8a3477-1ae4-4a0f-a4df-5a031e6ae765,8,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase1.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,592fa6387ec3a7f206c3e1509e6053427d0ca6df8ded618056ab65dcc73d8d8a
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.38308-03:00,adfb79db-7ad9-4068-88fd-493a12cfa4f1,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase2.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,e13544d1aef9a97481c2388015deb43683f47ce7aaf4324ba406cf5e068c4df3
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383082-03:00,0f04d00a-48c8-4592-bfcc-262810c9bc32,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase2.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,e13544d1aef9a97481c2388015deb43683f47ce7aaf4324ba406cf5e068c4df3
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383083-03:00,84f0c9a9-f480-427f-88e1-8c8e0b375edc,8,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase2.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,1667082a7e249639ea194e24b07746a12bab04c30a3b8ca27f31a8118afe35d7
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383084-03:00,b1f2980c-9e10-4d31-becc-bf3c81309bef,8,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase2.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,1667082a7e249639ea194e24b07746a12bab04c30a3b8ca27f31a8118afe35d7
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383085-03:00,cdcc82cf-7cd2-4d3f-9184-d216cac807bc,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase4.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,bc28d621056f7d61f75986f76928b88ac83c53e1b2cf540aeb4c26591f6aec1c
